Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment""]",,,,,,USGS-343613086441701,EHR-LUS36,Well,,Alabama,United States of America,Madison County,US,AL,,06030002,060300020504,,,34.6036111111111,-86.7381944444444,NAD83,34.6036111111111,-86.7381944444444,NAD83,,5d2bac25-38fa-4cb0-8866-d9c97fcfb831,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2000-05-25,12:15:00,CDT,,,,24.0,ft,,,,,,,4040,USDOI/USGS,Positive-pressure pumping,,Pump - positive displacement: Positive-pressure pumping,"Submersible positive-pressure pump, generic",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,Not Detected,Nitrite,"Nitrite as nitrogen, water, filtered",14797-65-0,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,a8d6e13d-7a6f-4f1b-940a-74e221b3e5e4,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.010,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,CL041,USDOI/USGS,"Nutrients, wf, colorimetric",,"DESCRIPTION: Nutrients, water filtered, colorimetric; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 143-148. | USGS | I-2540-90",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00613,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""CRK42""]",,,,,,USGS-323500086542101,Well  A   1 Dallas County Al,Well,,Alabama,United States of America,Dallas County,US,AL,,03150201,031502011006,,,32.58325,-86.9058055555556,NAD83,32.58325,-86.9058055555556,NAD83,,0607770a-420b-4be3-908d-57f2782ded1f,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,"L-2060125 X = Station id not on sample bottles except for FCC bottle Received July 24, 2013.. S2437 split to 20132060193, paa, 3/17/14 Samples were received chilled at the WHOI lab",,,,,,,,,,,,2013-07-23,11:30:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,Not Detected,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,a3033744-0eb6-428f-ae16-fd7f16bfc3cf,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.01,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,Long Term Method Detection Level,0.010,mg/L,Quantitation limit value of the specified type,,,,,,SHC02,USDOI/USGS,"Ammonia, wf, DA sal/hypo (NWQL)",,"DESCRIPTION: Ammonia in filtered water by discrete analyzer salicylate-hypochlorite reaction and colorimetry (formerly Mcode 00048; NWQL); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 125-132. | USGS | I-2522-90 |<--->| Harfmann, R.G., and Crouch, J.D., 1989, Kinetic study of Berthelot reaction steps in the absence and presence of coupling reagents: Talanta, v. 36, p. 261-269. |<--->| Krom, M.D., 1980, Spectrophotometric determination of ammonia--A study of a modified Berthelot reaction using salicylate and dichloroisocyanurate: Analyst, v. 105, p. 305-316. |<--->| Patton, C.J., and Crouch, S.R., 1977, Spectrophotometric and kinetics investigation of the Berthelot reaction for the determination of ammonia: Analytical Chemistry, v. 49, p. 464-469.",,,,"USGS-National Water Quality Lab, Denver, CO",2013-07-29,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00608,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""24999BI90""]",,,,,,USGS-322343086143901,Well NAWQA LUSRC1-5 Montgomery Cnty AL,Well,,Alabama,United States of America,Montgomery County,US,AL,,03150201,031502010104,,,32.39475,-86.2443055555556,NAD83,32.39475,-86.2443055555556,NAD83,,3ab73aed-c383-4b12-bc01-567c8b7c8e08,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,"A-3170132 3 drops 1:1 hcl,lot # voc3hcl67b,exp 1-9-03",,,,,,,,,,,,2002-11-12,17:00:00,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,Not Detected,Nitrite,"Nitrite as nitrite, water, filtered",14797-65-0,as NO2,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,7f279427-a876-441a-b799-defc383a540a,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.026,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71856,Eutaw Formation
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment""]",,,,,,USGS-322115086104501,Well NAWQA LUSRC1-25 Montgomery Cnty AL,Well,,Alabama,United States of America,Montgomery County,US,AL,,03150201,,,,32.3544722222222,-86.1792222222222,NAD83,32.3544722222222,-86.1792222222222,NAD83,,76a7df4b-ea43-4656-a994-f18995b4f4ab,,"Sample - Routine, regular",Water,Groundwater,,,,,MM-31419A,,,,,,,,,,,,2012-05-07,13:15:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,Not Detected,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, filtered",,as NH4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,dd47b68c-3fc6-4f22-8d72-475926731be5,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.013,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71846,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-344059086355001,Well   Q-199 LANDFILL TEST HOLE-CITY OF HUNTSVILLE,Well,,Alabama,United States of America,Madison County,US,AL,,06030002,060300020503,,,34.6831467097937,-86.5972150944589,NAD83,34.6831467097937,-86.5972150944589,NAD83,,edc029a6-f98a-4511-97ec-8967b7f7a895,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1973-11-01,13:30:00,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Phosphorus,"Phosphorus as phosphorus, water, unfiltered",7723-14-0,as P,Unfiltered,,,,,,,,,,,,,,,,,,,90ae0b58-652d-4948-8c9e-a1305945d2b1,0.040,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00665,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-342826087170201,Well  R 5  342826087170201 Lawrence County Al,Well,,Alabama,United States of America,Lawrence County,US,AL,,06030005,060300050102,,,34.4739842074953,-87.2839085822608,NAD83,34.4739842074953,-87.2839085822608,NAD83,,e8b3fc6d-39e5-48a2-b2cb-f368ff60d82b,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1982-06-07,12:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Inorganic nitrogen (nitrate and nitrite),"Nitrate plus nitrite as nitrogen, water, unfiltered",,as N,Unfiltered,,,,,,,,,,,,,,,,,,,c270fe73-497c-45dc-adf6-ee8cc935e6cf,3.20,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00630,Bangor Limestone
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-331113087360401,Well EE-115 JOHNSON  2 Tuscaloosa Cnty AL,Well,,Alabama,United States of America,Tuscaloosa County,US,AL,,03160113,031601130203,,,33.1870636578692,-87.601118739081,NAD83,33.1870636578692,-87.601118739081,NAD83,,46438764-cb16-426a-939f-692f34b1a6f9,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1973-11-30,,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrogen, water, filtered",14797-55-8,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,98d700e6-2067-49f6-afec-b02873623fbf,7.20,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00618,Coker Formation
USGS,U.S. Geological Survey,"[""USGS"",""A0A35""]",,,,,,USGS-303231087525801,Well Ag & Industries 7 Baldwin Cnty AL,Well,,Alabama,United States of America,Baldwin County,US,AL,,03160205,031602050205,,,30.5419444444444,-87.8827777777778,NAD83,30.5419444444444,-87.8827777777778,NAD83,,05aaafe1-2130-4ec2-ab94-184f687a9cfc,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,ID-01195A,,,,,,,,,,,,2020-07-14,10:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,Not Detected,Nitrite,"Nitrite as nitrite, water, filtered",14797-65-0,as NO2,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,02820bb4-2ed7-4318-aeb7-391f8f0d282b,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.003,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71856,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-331725087313001,Well U-23 C.L. LAMB WELL  1 Tuscaloosa Cnty AL,Well,,Alabama,United States of America,Tuscaloosa County,US,AL,,03160112,031601120413,,,33.2903945637281,-87.5250055153113,NAD83,33.2903945637281,-87.5250055153113,NAD83,,507510ba-14b2-453b-afbe-ab6509b1cf36,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1975-03-25,,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, filtered",14797-55-8,as NO3,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,d431d501-7d43-46c4-a934-c266d86bff65,0.100,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGCY,USDOI/USGS,Legacy computation by algorithm,,"DESCRIPTION: Presumptive computation by NWIS algorithm and legacy storage of that computation prior to an April 1983 decision to produce computations only on output; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71851,Pottsville Formation
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""CRK42""]",,,,,,USGS-304618088135001,Well X 12 Mobile Cnty AL,Well,,Alabama,United States of America,Mobile County,US,AL,,03160204,031602040304,,,30.7718543393827,-88.2305604078082,NAD83,30.7718543393827,-88.2305604078082,NAD83,,916c3b64-4358-410d-afca-ef41335edac1,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,A-1610041 2 drops 1:1 HCl added to 2020,,,,,,,,,,,,2011-06-09,10:20:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Inorganic nitrogen (nitrate and nitrite),"Nitrate plus nitrite as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,5a572e48-4b13-41b2-91b6-5604b949bde0,2.98,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Long Term Method Detection Level,0.020,mg/L,Quantitation limit value of the specified type,,,,,,CL048,USDOI/USGS,"Nutrients, wf, Cd reduct, color",,"DESCRIPTION: Nutrients, filtered water, cadmium-reduction, colorimetric; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 157-166. | USGS | I-2545-90",,,,"USGS-National Water Quality Lab, Denver, CO",2011-06-13,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00631,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""CRK42""]",,,,,,USGS-303409088055701,Well EE 12 Mobile Cnty AL,Well,,Alabama,United States of America,Mobile County,US,AL,,03160205,031602050103,,,30.5693599047297,-88.0991659073848,NAD83,30.5693599047297,-88.0991659073848,NAD83,,9a970743-f086-4941-a68c-243e0eafa515,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,"A-1570017 2 drops 1:1 HCL added to Sch 2020 L-1570017 Received June 04,2011",,,,,,,,,,,,2011-06-03,10:30:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Inorganic nitrogen (nitrate and nitrite),"Nitrate plus nitrite as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,dc2a9f63-cbcd-42bb-93fb-91f576f78094,0.25,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Long Term Method Detection Level,0.020,mg/L,Quantitation limit value of the specified type,,,,,,CL048,USDOI/USGS,"Nutrients, wf, Cd reduct, color",,"DESCRIPTION: Nutrients, filtered water, cadmium-reduction, colorimetric; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 157-166. | USGS | I-2545-90",,,,"USGS-National Water Quality Lab, Denver, CO",2011-06-09,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00631,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""CRK42""]",,,,,,USGS-322350086121501,Well NAWQA LUSRC1-3 Montgomery Cnty AL,Well,,Alabama,United States of America,Montgomery County,US,AL,,03150201,031502010104,,,32.3971388888889,-86.2039444444444,NAD83,32.3971388888889,-86.2039444444444,NAD83,,cf083b2e-1957-4156-acc3-53d10f540c2c,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,A-1320016 3 Drops 1:1 HCl in sched 2020 99111 = 10,,,,,,,,,,,,2011-05-11,12:45:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Orthophosphate,"Orthophosphate as phosphorus, water, filtered",14265-44-2,as P,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,024e469a-b447-4c94-b480-48f4091f1731,0.009,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Long Term Method Detection Level,0.004,mg/L,Quantitation limit value of the specified type,,,,,,PHM01,USDOI/USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"DESCRIPTION: Orthophosphate in filtered water by discrete analyzer phosphomolybdate formation and colorimetry (formerly Mcode 00048); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 175-181 and 191-202.  Method Numbers: I-2601-90, I-2606-89.  [Note:  Analytical platform change in 2006 at the USGS NWQL from automated air-segmented flow analyzer to automated discrete analyzer.] |<--->| Murphy, J., and Riley, J.P., 1962, A modified single-solution method for the determination of phosphorus in natural waters: Analytica Chimica Acta, v. 27, p. 31-36. |<--->| Pai, Su-Cheng, Yang, Chung-Cheng, and Riley, J.P., 1990, Effects of acidity and moplybdate concentration on the formation of the phosphoantimonyl-molydenum blue complex: Analytica Chimica Acta, v. 229, p. 115-120.",,,,"USGS-National Water Quality Lab, Denver, CO",2011-05-13,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00671,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""450109000""]",,,,,,USGS-322320086130301,Well NAWQA LUSRC1-6 Montgomery Cnty AL,Well,,Alabama,United States of America,Montgomery County,US,AL,,03150201,031502010104,,,32.3886666666667,-86.218,NAD83,32.3886666666667,-86.218,NAD83,,72c47c33-4b3f-4149-b768-493070034cbc,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,A-3480089 99111=10,,,,,,,,,,,,1999-12-13,15:00:00,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,Not Detected,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, filtered",,as NH4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,38ca4572-6782-48a1-ab82-9ed8cbf3be10,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.026,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71846,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""450109000""]",,,,,,USGS-324224086523101,Well NAWQA FLH 29 Chilton County Al,Well,,Alabama,United States of America,Chilton County,US,AL,,03150201,031502011004,,,32.7068055555556,-86.8752777777778,NAD83,32.7068055555556,-86.8752777777778,NAD83,,f9039c92-8e8d-457d-88ea-b83dbf5158c0,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,"A-1470191 voc, hcl added:(2) drops",,,,,,,,,,,,1999-05-26,12:30:00,CDT,,,,,,,,,,,,4040,USDOI/USGS,Positive-pressure pumping,,Pump - positive displacement: Positive-pressure pumping,"Submersible positive-pressure pump, generic",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Orthophosphate,"Orthophosphate as orthophosphate, water, filtered",14265-44-2,as PO4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,a303e0bf-2df9-41dc-9d8d-2499a8743f32,0.034,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00660,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-345047087392901,Well O-113 MARSHALL BIBLE SCHOOL AL,Well,,Alabama,United States of America,Lauderdale County,US,AL,,06030005,060300050605,,,34.8464756399493,-87.6580833652753,NAD83,34.8464756399493,-87.6580833652753,NAD83,,103f92e9-fb1c-4a70-a39c-a4088fdf1bcb,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1956-11-16,,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, unfiltered",14797-55-8,as NO3,Unfiltered,,,,,,,,,,,,,,,,,,,1bd1b70a-3488-4730-b3ce-418616690132,0.00,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71850,Fort Payne Chert/formation
